date,day_of_week,is_weekend,month,is_holiday,holiday_name,is_monsoon,is_mega_block_day,station_id,station_name,station_order,distance_km,station_type,is_interchange,direction,hour,coach_type,rainfall_mm,temp_max_c,temp_min_c,temperature_c,rain_intensity_band,rain_regime,occupancy_pct
2023-01-02,Monday,False,1,False,,False,False,S02,Sandhurst Road,2,2.3,industrial_dock,False,UP,23,General,0.0,29.6,17.4,23.5,none,normal,4.3
2023-01-02,Monday,False,1,False,,False,False,S03,Dockyard Road,3,3.2,industrial_dock,False,DOWN,9,First Class,0.0,29.6,17.4,23.5,none,normal,13.6
2023-01-02,Monday,False,1,False,,False,False,S03,Dockyard Road,3,3.2,industrial_dock,False,UP,17,Ladies,0.0,29.6,17.4,23.5,none,normal,6.0
2023-01-02,Monday,False,1,False,,False,False,S04,Reay Road,4,4.0,industrial_dock,False,UP,12,First Class,0.0,29.6,17.4,23.5,none,normal,1.3
2023-01-02,Monday,False,1,False,,False,False,S04,Reay Road,4,4.0,industrial_dock,False,DOWN,17,General,0.0,29.6,17.4,23.5,none,normal,15.1
2023-01-02,Monday,False,1,False,,False,False,S06,Sewri,6,6.4,industrial_dock,False,DOWN,5,General,0.0,29.6,17.4,23.5,none,normal,10.4
2023-01-02,Monday,False,1,False,,False,False,S06,Sewri,6,6.4,industrial_dock,False,UP,10,General,0.0,29.6,17.4,23.5,none,normal,62.9
2023-01-02,Monday,False,1,False,,False,False,S06,Sewri,6,6.4,industrial_dock,False,UP,19,General,0.0,29.6,17.4,23.5,none,normal,49.5
2023-01-02,Monday,False,1,False,,False,False,S07,Wadala Road,7,8.4,interchange_hub,True,UP,10,General,0.0,29.6,17.4,23.5,none,normal,116.0
2023-01-02,Monday,False,1,False,,False,False,S07,Wadala Road,7,8.4,interchange_hub,True,UP,18,General,0.0,29.6,17.4,23.5,none,normal,77.2
2023-01-02,Monday,False,1,False,,False,False,S07,Wadala Road,7,8.4,interchange_hub,True,UP,23,Ladies,0.0,29.6,17.4,23.5,none,normal,36.7
2023-01-02,Monday,False,1,False,,False,False,S08,GTB Nagar,8,9.6,residential,False,UP,11,First Class,0.0,29.6,17.4,23.5,none,normal,16.4
2023-01-02,Monday,False,1,False,,False,False,S08,GTB Nagar,8,9.6,residential,False,DOWN,16,First Class,0.0,29.6,17.4,23.5,none,normal,19.0
2023-01-02,Monday,False,1,False,,False,False,S09,Chunabhatti,9,10.8,residential,False,UP,12,General,0.0,29.6,17.4,23.5,none,normal,23.0
2023-01-02,Monday,False,1,False,,False,False,S11,Tilak Nagar,11,14.0,residential,False,DOWN,21,First Class,0.0,29.6,17.4,23.5,none,normal,16.3
2023-01-02,Monday,False,1,False,,False,False,S12,Chembur,12,16.2,residential,False,UP,9,First Class,0.0,29.6,17.4,23.5,none,normal,97.0
2023-01-02,Monday,False,1,False,,False,False,S12,Chembur,12,16.2,residential,False,DOWN,16,General,0.0,29.6,17.4,23.5,none,normal,35.5
2023-01-02,Monday,False,1,False,,False,False,S13,Govandi,13,18.4,residential,False,DOWN,12,Ladies,0.0,29.6,17.4,23.5,none,normal,3.2
2023-01-02,Monday,False,1,False,,False,False,S13,Govandi,13,18.4,residential,False,DOWN,16,General,0.0,29.6,17.4,23.5,none,normal,3.7
2023-01-02,Monday,False,1,False,,False,False,S13,Govandi,13,18.4,residential,False,UP,19,General,0.0,29.6,17.4,23.5,none,normal,44.0
2023-01-02,Monday,False,1,False,,False,False,S14,Mankhurd,14,20.6,residential,False,UP,8,Ladies,0.0,29.6,17.4,23.5,none,normal,124.8
2023-01-02,Monday,False,1,False,,False,False,S14,Mankhurd,14,20.6,residential,False,DOWN,15,Ladies,0.0,29.6,17.4,23.5,none,normal,23.5
2023-01-02,Monday,False,1,False,,False,False,S14,Mankhurd,14,20.6,residential,False,UP,23,First Class,0.0,29.6,17.4,23.5,none,normal,12.4
2023-01-02,Monday,False,1,False,,False,False,S15,Vashi,15,24.8,interchange_hub,True,DOWN,10,General,0.0,29.6,17.4,23.5,none,normal,44.1
2023-01-02,Monday,False,1,False,,False,False,S15,Vashi,15,24.8,interchange_hub,True,UP,10,General,0.0,29.6,17.4,23.5,none,normal,77.1
2023-01-02,Monday,False,1,False,,False,False,S15,Vashi,15,24.8,interchange_hub,True,DOWN,21,First Class,0.0,29.6,17.4,23.5,none,normal,36.0
2023-01-02,Monday,False,1,False,,False,False,S17,Juinagar,17,28.6,residential,False,UP,7,General,0.0,29.6,17.4,23.5,none,normal,69.2
2023-01-02,Monday,False,1,False,,False,False,S17,Juinagar,17,28.6,residential,False,UP,19,Ladies,0.0,29.6,17.4,23.5,none,normal,57.6
2023-01-02,Monday,False,1,False,,False,False,S17,Juinagar,17,28.6,residential,False,UP,23,First Class,0.0,29.6,17.4,23.5,none,normal,5.3
2023-01-02,Monday,False,1,False,,False,False,S18,Nerul,18,31.0,residential,False,DOWN,22,General,0.0,29.6,17.4,23.5,none,normal,43.7
2023-01-02,Monday,False,1,False,,False,False,S18,Nerul,18,31.0,residential,False,DOWN,23,First Class,0.0,29.6,17.4,23.5,none,normal,12.1
2023-01-02,Monday,False,1,False,,False,False,S19,Seawoods-Darave,19,33.4,residential,False,DOWN,6,Ladies,0.0,29.6,17.4,23.5,none,normal,19.2
2023-01-02,Monday,False,1,False,,False,False,S19,Seawoods-Darave,19,33.4,residential,False,UP,7,General,0.0,29.6,17.4,23.5,none,normal,50.5
2023-01-02,Monday,False,1,False,,False,False,S20,Belapur CBD,20,36.4,secondary_cbd,False,DOWN,17,First Class,0.0,29.6,17.4,23.5,none,normal,46.2
2023-01-02,Monday,False,1,False,,False,False,S22,Mansarovar,22,42.4,residential,False,DOWN,22,Ladies,0.0,29.6,17.4,23.5,none,normal,50.6
2023-01-02,Monday,False,1,False,,False,False,S23,Khandeshwar,23,44.6,residential,False,DOWN,10,Ladies,0.0,29.6,17.4,23.5,none,normal,36.2
2023-01-02,Monday,False,1,False,,False,False,S23,Khandeshwar,23,44.6,residential,False,DOWN,23,First Class,0.0,29.6,17.4,23.5,none,normal,2.7
2023-01-02,Monday,False,1,False,,False,False,S24,Panvel,24,47.6,terminal_hub,True,DOWN,16,Ladies,0.0,29.6,17.4,23.5,none,normal,56.2
2023-01-02,Monday,False,1,False,,False,False,S24,Panvel,24,47.6,terminal_hub,True,DOWN,22,General,0.0,29.6,17.4,23.5,none,normal,57.2
2023-01-03,Tuesday,False,1,False,,False,False,S00,CSMT,0,0.0,cbd_terminal,True,UP,6,First Class,0.0,30.2,17.9,24.1,none,normal,30.6
2023-01-03,Tuesday,False,1,False,,False,False,S00,CSMT,0,0.0,cbd_terminal,True,DOWN,13,First Class,0.0,30.2,17.9,24.1,none,normal,6.2
2023-01-03,Tuesday,False,1,False,,False,False,S00,CSMT,0,0.0,cbd_terminal,True,DOWN,20,First Class,0.0,30.2,17.9,24.1,none,normal,32.2
2023-01-03,Tuesday,False,1,False,,False,False,S01,Masjid,1,1.2,industrial_dock,False,DOWN,18,Ladies,0.0,30.2,17.9,24.1,none,normal,25.3
2023-01-03,Tuesday,False,1,False,,False,False,S01,Masjid,1,1.2,industrial_dock,False,UP,21,Ladies,0.0,30.2,17.9,24.1,none,normal,21.9
2023-01-03,Tuesday,False,1,False,,False,False,S04,Reay Road,4,4.0,industrial_dock,False,DOWN,5,First Class,0.0,30.2,17.9,24.1,none,normal,6.7
2023-01-03,Tuesday,False,1,False,,False,False,S04,Reay Road,4,4.0,industrial_dock,False,UP,6,First Class,0.0,30.2,17.9,24.1,none,normal,7.2
2023-01-03,Tuesday,False,1,False,,False,False,S04,Reay Road,4,4.0,industrial_dock,False,DOWN,10,Ladies,0.0,30.2,17.9,24.1,none,normal,12.0
2023-01-03,Tuesday,False,1,False,,False,False,S04,Reay Road,4,4.0,industrial_dock,False,DOWN,11,First Class,0.0,30.2,17.9,24.1,none,normal,0.0
2023-01-03,Tuesday,False,1,False,,False,False,S04,Reay Road,4,4.0,industrial_dock,False,UP,15,Ladies,0.0,30.2,17.9,24.1,none,normal,2.2
2023-01-03,Tuesday,False,1,False,,False,False,S05,Cotton Green,5,5.0,industrial_dock,False,UP,10,Ladies,0.0,30.2,17.9,24.1,none,normal,70.9
2023-01-03,Tuesday,False,1,False,,False,False,S05,Cotton Green,5,5.0,industrial_dock,False,UP,18,General,0.0,30.2,17.9,24.1,none,normal,47.8
2023-01-03,Tuesday,False,1,False,,False,False,S05,Cotton Green,5,5.0,industrial_dock,False,DOWN,21,General,0.0,30.2,17.9,24.1,none,normal,28.3
2023-01-03,Tuesday,False,1,False,,False,False,S05,Cotton Green,5,5.0,industrial_dock,False,UP,21,General,0.0,30.2,17.9,24.1,none,normal,29.5
2023-01-03,Tuesday,False,1,False,,False,False,S06,Sewri,6,6.4,industrial_dock,False,DOWN,13,First Class,0.0,30.2,17.9,24.1,none,normal,2.4
2023-01-03,Tuesday,False,1,False,,False,False,S07,Wadala Road,7,8.4,interchange_hub,True,UP,6,Ladies,0.0,30.2,17.9,24.1,none,normal,65.7
2023-01-03,Tuesday,False,1,False,,False,False,S08,GTB Nagar,8,9.6,residential,False,UP,17,General,0.0,30.2,17.9,24.1,none,normal,52.6
2023-01-03,Tuesday,False,1,False,,False,False,S08,GTB Nagar,8,9.6,residential,False,UP,21,Ladies,0.0,30.2,17.9,24.1,none,normal,54.7
2023-01-03,Tuesday,False,1,False,,False,False,S09,Chunabhatti,9,10.8,residential,False,DOWN,5,First Class,0.0,30.2,17.9,24.1,none,normal,0.0
2023-01-03,Tuesday,False,1,False,,False,False,S09,Chunabhatti,9,10.8,residential,False,UP,10,Ladies,0.0,30.2,17.9,24.1,none,normal,88.4
2023-01-03,Tuesday,False,1,False,,False,False,S09,Chunabhatti,9,10.8,residential,False,DOWN,22,Ladies,0.0,30.2,17.9,24.1,none,normal,31.4
2023-01-03,Tuesday,False,1,False,,False,False,S09,Chunabhatti,9,10.8,residential,False,DOWN,23,First Class,0.0,30.2,17.9,24.1,none,normal,0.0
2023-01-03,Tuesday,False,1,False,,False,False,S10,Kurla,10,12.6,interchange_hub,True,UP,19,General,0.0,30.2,17.9,24.1,none,normal,75.7
2023-01-03,Tuesday,False,1,False,,False,False,S11,Tilak Nagar,11,14.0,residential,False,UP,10,Ladies,0.0,30.2,17.9,24.1,none,normal,93.0
2023-01-03,Tuesday,False,1,False,,False,False,S11,Tilak Nagar,11,14.0,residential,False,UP,12,First Class,0.0,30.2,17.9,24.1,none,normal,0.7
2023-01-03,Tuesday,False,1,False,,False,False,S11,Tilak Nagar,11,14.0,residential,False,DOWN,13,Ladies,0.0,30.2,17.9,24.1,none,normal,22.5
2023-01-03,Tuesday,False,1,False,,False,False,S12,Chembur,12,16.2,residential,False,DOWN,5,General,0.0,30.2,17.9,24.1,none,normal,13.3
2023-01-03,Tuesday,False,1,False,,False,False,S12,Chembur,12,16.2,residential,False,DOWN,7,First Class,0.0,30.2,17.9,24.1,none,normal,10.4
2023-01-03,Tuesday,False,1,False,,False,False,S12,Chembur,12,16.2,residential,False,UP,15,Ladies,0.0,30.2,17.9,24.1,none,normal,11.6
2023-01-03,Tuesday,False,1,False,,False,False,S12,Chembur,12,16.2,residential,False,DOWN,18,Ladies,0.0,30.2,17.9,24.1,none,normal,72.1
2023-01-03,Tuesday,False,1,False,,False,False,S12,Chembur,12,16.2,residential,False,UP,22,Ladies,0.0,30.2,17.9,24.1,none,normal,12.9
2023-01-03,Tuesday,False,1,False,,False,False,S13,Govandi,13,18.4,residential,False,UP,10,Ladies,0.0,30.2,17.9,24.1,none,normal,97.2
2023-01-03,Tuesday,False,1,False,,False,False,S13,Govandi,13,18.4,residential,False,UP,15,General,0.0,30.2,17.9,24.1,none,normal,37.8
2023-01-03,Tuesday,False,1,False,,False,False,S15,Vashi,15,24.8,interchange_hub,True,UP,5,First Class,0.0,30.2,17.9,24.1,none,normal,0.0
2023-01-03,Tuesday,False,1,False,,False,False,S15,Vashi,15,24.8,interchange_hub,True,UP,8,General,0.0,30.2,17.9,24.1,none,normal,115.8
2023-01-03,Tuesday,False,1,False,,False,False,S15,Vashi,15,24.8,interchange_hub,True,UP,19,Ladies,0.0,30.2,17.9,24.1,none,normal,36.4
2023-01-03,Tuesday,False,1,False,,False,False,S16,Sanpada,16,26.6,residential,False,DOWN,10,General,0.0,30.2,17.9,24.1,none,normal,49.4
2023-01-03,Tuesday,False,1,False,,False,False,S17,Juinagar,17,28.6,residential,False,DOWN,5,General,0.0,30.2,17.9,24.1,none,normal,9.5
2023-01-03,Tuesday,False,1,False,,False,False,S17,Juinagar,17,28.6,residential,False,UP,14,Ladies,0.0,30.2,17.9,24.1,none,normal,19.6
2023-01-03,Tuesday,False,1,False,,False,False,S17,Juinagar,17,28.6,residential,False,UP,15,Ladies,0.0,30.2,17.9,24.1,none,normal,20.5
2023-01-03,Tuesday,False,1,False,,False,False,S18,Nerul,18,31.0,residential,False,DOWN,6,Ladies,0.0,30.2,17.9,24.1,none,normal,24.2
2023-01-03,Tuesday,False,1,False,,False,False,S18,Nerul,18,31.0,residential,False,DOWN,8,General,0.0,30.2,17.9,24.1,none,normal,61.4
2023-01-03,Tuesday,False,1,False,,False,False,S18,Nerul,18,31.0,residential,False,UP,18,General,0.0,30.2,17.9,24.1,none,normal,47.2
2023-01-03,Tuesday,False,1,False,,False,False,S19,Seawoods-Darave,19,33.4,residential,False,DOWN,19,General,0.0,30.2,17.9,24.1,none,normal,159.9
2023-01-03,Tuesday,False,1,False,,False,False,S20,Belapur CBD,20,36.4,secondary_cbd,False,UP,7,General,0.0,30.2,17.9,24.1,none,normal,41.0
2023-01-03,Tuesday,False,1,False,,False,False,S20,Belapur CBD,20,36.4,secondary_cbd,False,DOWN,11,General,0.0,30.2,17.9,24.1,none,normal,20.0
2023-01-03,Tuesday,False,1,False,,False,False,S20,Belapur CBD,20,36.4,secondary_cbd,False,UP,12,Ladies,0.0,30.2,17.9,24.1,none,normal,12.5
2023-01-03,Tuesday,False,1,False,,False,False,S21,Kharghar,21,40.0,residential,False,DOWN,13,Ladies,0.0,30.2,17.9,24.1,none,normal,35.6
2023-01-03,Tuesday,False,1,False,,False,False,S21,Kharghar,21,40.0,residential,False,UP,17,General,0.0,30.2,17.9,24.1,none,normal,37.0
2023-01-03,Tuesday,False,1,False,,False,False,S21,Kharghar,21,40.0,residential,False,DOWN,18,General,0.0,30.2,17.9,24.1,none,normal,166.3
2023-01-03,Tuesday,False,1,False,,False,False,S22,Mansarovar,22,42.4,residential,False,UP,20,First Class,0.0,30.2,17.9,24.1,none,normal,2.1
2023-01-03,Tuesday,False,1,False,,False,False,S23,Khandeshwar,23,44.6,residential,False,DOWN,21,General,0.0,30.2,17.9,24.1,none,normal,96.3
2023-01-03,Tuesday,False,1,False,,False,False,S23,Khandeshwar,23,44.6,residential,False,UP,22,First Class,0.0,30.2,17.9,24.1,none,normal,20.9
2023-01-03,Tuesday,False,1,False,,False,False,S24,Panvel,24,47.6,terminal_hub,True,UP,6,Ladies,0.0,30.2,17.9,24.1,none,normal,24.6
2023-01-03,Tuesday,False,1,False,,False,False,S24,Panvel,24,47.6,terminal_hub,True,DOWN,10,General,0.0,30.2,17.9,24.1,none,normal,45.8
2023-01-04,Wednesday,False,1,False,,False,False,S00,CSMT,0,0.0,cbd_terminal,True,UP,22,First Class,0.0,30.7,18.2,24.4,none,normal,20.9
2023-01-04,Wednesday,False,1,False,,False,False,S01,Masjid,1,1.2,industrial_dock,False,DOWN,7,First Class,0.0,30.7,18.2,24.4,none,normal,13.8
2023-01-04,Wednesday,False,1,False,,False,False,S01,Masjid,1,1.2,industrial_dock,False,UP,12,First Class,0.0,30.7,18.2,24.4,none,normal,12.6
2023-01-04,Wednesday,False,1,False,,False,False,S01,Masjid,1,1.2,industrial_dock,False,UP,15,Ladies,0.0,30.7,18.2,24.4,none,normal,13.0
2023-01-04,Wednesday,False,1,False,,False,False,S01,Masjid,1,1.2,industrial_dock,False,DOWN,18,First Class,0.0,30.7,18.2,24.4,none,normal,21.4
2023-01-04,Wednesday,False,1,False,,False,False,S02,Sandhurst Road,2,2.3,industrial_dock,False,UP,15,Ladies,0.0,30.7,18.2,24.4,none,normal,1.8
2023-01-04,Wednesday,False,1,False,,False,False,S02,Sandhurst Road,2,2.3,industrial_dock,False,UP,17,General,0.0,30.7,18.2,24.4,none,normal,5.6
2023-01-04,Wednesday,False,1,False,,False,False,S02,Sandhurst Road,2,2.3,industrial_dock,False,DOWN,19,First Class,0.0,30.7,18.2,24.4,none,normal,16.4
2023-01-04,Wednesday,False,1,False,,False,False,S03,Dockyard Road,3,3.2,industrial_dock,False,UP,10,First Class,0.0,30.7,18.2,24.4,none,normal,30.4
